Quantity,Weight,Cost
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.82,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.96,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.38,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.45,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.96,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.82,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.96,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.38,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.45,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.96,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.82,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.96,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.38,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.45,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.96,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.81,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.96,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.45,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.96,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.81,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.44,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.96,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.81,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.97,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.44,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.19,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.81,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.44,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.80,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.44,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.80,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.43,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.80,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.43,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.79,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.43,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.79,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.42,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.79,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.96,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.42,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.18,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.79,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.95,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.42,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.17,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.78,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.95,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.42,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.17,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.78,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.48,40045.93
4.00,10001.48,40045.93
4.00,10001.48,40045.93
2.00,12001.77,24027.56
4.00,900.13,3604.13
4.00,100.01,400.46
2.00,1400.21,2803.21
230.23,61468.95,14152003.74
140.14,2000.30,280321.48
1591.59,4900.72,7799945.20
1.00,10001.48,10011.48
1.00,12001.77,12013.78
2.00,10001.48,20022.96
2.00,12001.77,24027.56
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.41,490231.64
1.00,8001.18,8009.19
1.00,9001.33,9010.33
1.00,450.07,450.52
1.00,5000.74,5005.74
90.08,20005.95,1802066.66
2933.48,8002.38,23474921.71
483.41,9306.77,4498991.57
231.20,1440.43,333021.92
64.05,203.06,13006.92
4.00,10002.98,40045.93
4.00,10002.98,40045.93
4.00,10002.98,40045.93
2.00,12003.57,24027.56
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.21
230.19,61478.17,14152003.74
140.12,2000.60,280321.48
1591.35,4901.46,7799945.20
1.00,10002.98,10011.48
1.00,12003.57,12013.78
2.00,10002.98,20022.96
2.00,12003.57,24027.56
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.78,490231.64
1.00,8002.38,8009.19
1.00,9002.68,9010.33
1.00,450.13,450.52
1.00,5001.49,5005.74
90.09,20002.95,1802066.66
2933.92,8001.18,23474921.71
483.48,9305.37,4498991.57
231.23,1440.21,333021.92
64.06,203.03,13006.92
4.00,10001.47,40045.93
4.00,10001.47,40045.93
4.00,10001.47,40045.93
